Date,AQI,PM2.5,PM10,NO2,CO,O3
2016-07-14,88.0,16.89,,10.87,0.7,12.3
2016-07-15,94.0,20.57,,12.83,0.71,14.77
2016-07-16,120.0,19.97,,14.16,1.12,13.64
2016-07-17,98.0,22.85,,18.06,0.87,11.52
2016-07-18,92.0,14.22,,17.92,0.64,15.53
2016-07-19,36.0,8.95,,14.39,0.43,6.92
2016-07-20,155.0,10.6,,8.3,1.02,10.45
2016-07-21,120.0,13.04,,8.78,1.1,8.07
2016-07-22,138.0,49.97,,9.3,1.09,10.21
2016-07-23,127.0,11.62,,7.29,1.2,11.86
2016-07-24,204.0,14.36,,7.94,1.32,15.34
2016-07-25,131.0,13.15,,10.61,1.32,12.4
2016-07-26,135.0,15.94,,11.71,1.46,8.19
2016-07-27,66.0,52.59,,15.72,0.7,11.21
2016-07-28,248.0,20.6,,15.87,8.83,9.17
2016-07-29,247.0,16.93,,12.04,8.34,8.35
2016-07-30,265.0,21.67,,10.55,7.72,7.72
2016-07-31,240.0,10.64,,8.5,6.46,6.46
2016-08-01,232.0,10.24,,8.01,6.08,6.08
2016-08-02,242.0,6.01,,7.35,7.25,7.25
2016-08-03,234.0,4.83,,7.3,5.32,7.0
2016-08-04,121.0,6.41,,7.9,1.07,6.9
2016-08-05,117.0,5.81,,7.43,1.19,8.76
2016-08-06,22.0,7.29,,8.52,0.75,9.19
2016-08-07,82.0,6.38,,7.69,0.66,9.5
2016-08-08,119.0,9.67,,9.49,1.09,9.91
2016-08-09,86.0,8.86,41.75,8.99,0.68,10.1
2016-08-10,84.0,9.41,38.77,8.64,0.45,9.76
2016-08-11,63.0,7.81,26.51,9.11,0.44,9.13
2016-08-12,120.0,9.77,27.465238095238096,8.03,0.5,9.19
2016-08-13,118.42857142857143,9.804499999999999,28.42047619047619,11.4315,0.0,9.481
2016-08-14,116.85714285714286,9.839,28.43095238095238,14.832999999999998,0.0,9.772
2016-09-02,87.0,6.31,28.63,44.71,0.39,13.53
2016-09-03,78.0,10.4,30.27,57.09,0.45,14.46
2016-09-04,49.0,23.0,62.17,46.21,0.07,14.74
2016-09-05,67.0,15.46,65.0,52.18,0.22,14.68
2016-09-06,85.0,28.28,87.32,74.51,0.27,14.26
2016-09-07,97.0,37.15,99.05,84.52,0.39,13.15
2016-09-08,93.0,25.0,82.86,78.74,0.2,15.26
2016-09-09,92.5,35.34,103.41,74.42,0.21,14.06
2016-09-10,92.0,37.09,82.11,78.98,0.37,15.02
2016-09-11,66.0,24.59,59.97,70.69,0.32,16.52
2016-09-12,65.0,30.49,69.68,59.25,0.28,15.39
2016-09-13,66.0,23.2,43.26,42.07,0.31,22.48
2016-09-14,55.0,23.25,46.02,42.44,0.13,21.14
2016-09-15,70.0,15.79,36.7,46.68,0.15,18.76
2016-09-16,59.0,10.75,22.54,35.0,0.27,8.26
2016-09-17,59.75,9.5,21.44,38.39,0.06,10.39
2016-09-18,60.5,8.31,23.135,34.394999999999996,0.0,18.91
2016-09-20,62.0,9.93,21.82,31.44,0.25,24.77
2016-09-21,52.0,17.82,31.93,38.08,0.11,21.43
2016-09-22,52.0,13.08,34.21,37.98,0.1,26.59
2016-09-23,34.0,7.0,11.0,43.87,0.09,17.76
2016-09-24,50.0,11.61,21.72,32.33,0.25,25.15
2016-09-25,66.0,21.28,37.15,43.64,0.17,21.7
2016-09-26,82.0,31.01,71.78,49.62,0.24,21.89
2016-09-27,78.0,33.84,76.67,51.19,0.3,23.63
2016-09-28,86.0,42.99,91.44,57.36,0.11,25.64
2016-09-29,100.0,39.5,103.83,53.2,0.17,27.93
2016-09-30,103.0,37.67,101.49,45.98,0.01,35.03
2016-10-01,70.0,16.68,31.02,42.12,0.24,29.57
2016-10-02,55.0,13.57,24.85,41.65,0.11,30.28
2016-10-03,72.0,12.72,33.72,26.93,0.19,25.02
2016-10-04,47.0,11.98,35.51,42.12,0.03,22.95
2016-10-05,73.0,9.83,32.3,35.58,0.07,23.2
2016-10-06,56.0,15.29,52.36,47.47,0.1,20.62
2016-10-07,63.0,15.45,57.53,40.95,0.2,23.05
2016-10-08,55.0,16.38,37.54,39.15,0.08,22.36
2016-10-09,65.0,12.88,45.38,45.99,0.05,30.7
2016-10-10,78.66666666666667,42.0,94.08,32.55,0.25,39.61
2016-10-11,92.33333333333333,45.275,101.175,39.015,0.0,33.61
2016-10-12,106.0,48.55,108.27,45.48,0.43,27.61
2016-10-13,104.0,50.52,99.86,63.89,0.65,26.79
2016-10-14,97.0,44.48,94.36,73.13,0.62,33.44
2016-10-15,97.0,45.06,101.0,61.79,0.59,38.65
2016-10-16,108.0,56.83,104.28,75.39,0.79,33.68
2016-10-17,100.0,54.95,94.42,87.44,0.53,26.69
2016-10-18,97.0,60.17,94.51,92.33,0.59,25.99
2016-10-19,103.0,58.85,101.67,75.82,0.97,35.87
2016-10-20,104.0,61.53,106.2,77.75,0.81,35.26
2016-10-21,102.0,59.04,100.29,71.09,0.51,35.03
2016-10-22,104.0,54.48,108.28,79.11,0.39,34.31
2016-10-23,111.0,56.355,106.91,86.29,0.55,40.26
2016-10-24,107.0,58.23,108.26,66.72,0.3,29.52
2016-10-25,114.0,64.18,103.01,68.11,0.38,27.18
2016-10-26,107.0,61.11,105.64,60.83,0.33,38.81
2016-10-27,117.0,64.35,101.48,50.97,0.33,56.45
2016-10-28,116.0,62.16,99.01,41.2,0.38,70.1
2016-10-29,130.0,73.11,104.96,49.76,0.5,56.15
2016-10-30,129.0,63.6,97.16,25.39,0.33,55.87
2016-10-31,106.0,58.15,84.2,24.36,0.54,46.88
2016-11-01,118.0,73.45,106.62,35.18,0.57,58.59
2016-11-02,134.0,64.93,100.92,22.8,0.35,68.19
2016-11-03,104.0,61.75,97.54,23.49,0.35,58.34
2016-11-04,113.0,65.1,101.16,13.74,0.36,58.26
2016-11-05,151.0,67.23,100.75,31.41,0.26,66.88
2016-11-06,119.0,65.76,104.57,25.01,0.36,66.89
2016-11-07,124.0,66.65,112.8,18.35,0.35,72.73
2016-11-08,112.0,60.51,107.1,36.85,0.47,66.96
2016-11-09,147.0,65.33,103.8,42.02,0.45,74.13
2016-11-10,144.0,71.55,106.32,56.07,0.45,79.48
2016-11-11,129.0,62.24,97.74,52.96,0.92,79.89
2016-11-12,152.0,61.83,104.38,53.12,0.61,92.1
2016-11-13,163.0,60.96,98.46,48.17,0.64,91.75
2016-11-14,122.0,61.46,99.72,45.51,0.74,59.28
2016-11-15,125.0,67.56,102.5,35.21,0.54,55.35
2016-11-16,140.0,59.73,101.38,36.72,0.59,78.43
2016-11-17,104.0,63.35,103.32,38.09,0.49,75.33
2016-11-18,133.0,61.71,95.29,41.53,0.45,76.18
2016-11-19,141.0,61.8,98.96,58.71,0.52,67.7
2016-11-20,122.0,61.0,96.5,63.32,0.57,64.43
2016-11-21,105.0,55.76,85.33,59.47,0.51,53.54
2016-11-22,98.0,60.32,89.17,65.82,0.5,42.62
2016-11-23,124.0,62.65,91.64,51.12,0.52,63.49
2016-11-24,162.0,64.38,95.85,60.39,0.64,67.2
2016-11-25,136.0,63.41,102.09,37.87,0.59,50.88
2016-11-26,109.0,52.96,90.29,8.25,0.55,32.64
2016-11-27,106.0,59.95,98.75,5.3,0.5,51.89
2016-11-28,105.0,63.92,103.2,5.31,0.49,57.06
2016-11-29,113.0,55.4,95.5,27.3,0.3,49.06
2016-11-30,100.0,58.98,95.61,72.0,0.43,44.92
2016-12-01,103.0,58.86,97.97,54.03,0.38,49.67
2016-12-02,96.0,61.32,101.59,54.28,0.17,38.95
2016-12-03,112.0,57.06,89.69,38.29,0.28,33.69
2016-12-04,94.0,59.44,94.88,40.89,0.41,32.84
2016-12-05,112.0,66.0,104.04,46.01,0.49,39.49
2016-12-06,115.0,65.98,100.21,43.82,0.46,62.06
2016-12-07,109.0,58.07,91.26,58.31,0.32,47.96
2016-12-08,110.0,60.69,102.1,64.12,0.36,53.68
2016-12-09,126.0,63.73,106.83,60.81,0.29,62.7
2016-12-10,117.0,61.83,103.12,60.63,0.38,54.68
2016-12-11,104.0,61.79,97.38,68.61,0.37,50.84
2016-12-12,103.0,48.86,104.26,58.18,0.45,45.44
2016-12-13,105.0,60.56,103.88,55.27,0.26,37.38
2016-12-14,82.0,44.66,62.82,27.18,0.28,36.95
2016-12-15,96.0,57.33,93.83,49.45,0.25,27.81
2016-12-16,133.0,64.61,96.25,48.99,0.28,44.11
2016-12-17,117.0,56.65,95.79,60.92,0.47,40.88
2016-12-18,96.0,54.74,94.68,62.77,0.33,40.87
2016-12-19,102.0,61.36,96.74,65.8,0.32,46.78
2016-12-20,117.0,60.03,94.81,67.81,0.34,56.91
2016-12-21,106.0,54.24,95.55,73.32,0.42,49.4
2016-12-22,102.0,58.12,96.04,67.71,0.36,49.82
2016-12-23,101.0,60.2,95.54,67.78,0.33,42.22
2016-12-24,104.0,60.28,103.11,70.51,0.43,55.7
2016-12-25,106.0,61.28,103.5,58.82,0.51,63.02
2016-12-26,106.0,53.5,99.82,55.26,0.73,51.25
2016-12-27,95.0,54.32,92.67,69.63,0.74,49.14
2016-12-28,160.0,62.67,101.25,73.53,0.45,74.29
2016-12-29,124.0,60.05,98.82,58.31,0.48,57.89
2016-12-30,160.0,61.49,104.8,49.74,0.37,80.55
2016-12-31,173.0,61.98,110.38,40.04,0.28,83.19
2017-01-01,110.0,61.25,100.46,39.37,0.25,69.11
2017-01-02,103.0,47.21,80.12,52.0,0.33,47.61
2017-01-03,103.0,65.45,132.09,58.68,0.31,50.37
2017-01-04,215.0,116.03,197.89,58.2,0.15,56.42
2017-01-05,276.0,96.21,162.27,57.6,0.0,45.66
2017-01-06,158.0,75.89,147.99,69.76,0.0,36.8
2017-01-07,137.0,63.83,104.25,37.49,0.0,58.44
2017-01-08,102.0,62.34,100.56,34.38,0.0,52.76
2017-01-09,96.0,51.67,80.46,30.24,0.0,60.3
2017-01-10,98.0,61.42,112.53,36.21,0.0,53.49
2017-01-11,163.0,82.34,168.93,49.71,0.0,49.64
2017-01-12,236.0,115.47,212.64,55.94,0.0,51.68
2017-01-13,281.0,108.41,166.25,49.01,0.0,43.54
2017-01-14,183.0,73.75,114.17,38.15,0.0,47.92
2017-01-15,164.0,81.72,120.38,39.02,0.0,42.95
2017-01-16,184.0,83.39,140.24,52.77,0.0,30.43
2017-01-17,133.0,64.14,116.31,49.49,0.0,32.75
2017-01-18,126.0,54.56,81.16,34.26,0.0,58.14
2017-01-19,104.0,67.09,109.2,38.78,0.0,66.33
2017-01-20,150.0,76.51,135.24,49.29,0.0,55.29
2017-01-21,156.0,69.51,137.83,63.8,0.0,48.08
2017-01-22,113.0,60.61,111.85,49.44,0.0,53.25
2017-01-23,156.0,83.79,150.97,52.58,0.0,53.54
2017-01-24,151.0,71.49,148.62,50.58,0.0,53.29
2017-01-25,149.0,76.94,144.81,47.79,0.0,58.67
2017-01-26,132.0,64.21,108.56,32.92,0.0,75.82
2017-01-27,100.0,56.14,100.4,41.9,0.0,51.86
2017-01-28,115.0,68.79,131.75,43.74,0.0,43.59
2017-01-29,199.0,85.73,157.28,53.72,0.0,49.54
2017-01-30,129.0,62.96,124.01,60.35,0.0,56.94
2017-01-31,110.0,54.98,115.66,46.64,0.0,53.74
2017-02-01,151.0,44.56,87.45,35.7,0.0,74.98
2017-02-02,102.0,52.36,96.1,37.44,0.0,68.59
2017-02-03,113.0,58.81,109.98,42.23,0.0,76.03
2017-02-04,149.0,68.29,141.85,52.03,0.0,82.95
2017-02-05,164.0,56.73,117.29,45.95,0.0,98.75
2017-02-06,118.0,64.14,136.36,52.4,0.0,61.34
2017-02-07,185.0,93.54,188.21,60.66,0.0,42.44
2017-02-08,180.0,83.13,163.13,51.31,0.0,45.33
2017-02-09,161.0,70.3,134.14,45.89,0.0,50.11
2017-02-10,121.0,64.97,108.1,35.98,0.0,67.42
2017-02-11,115.0,41.77,105.1,27.85,0.0,64.54
2017-02-12,78.0,39.67,102.1,32.34,0.0,47.55
2017-02-13,107.5,42.59,99.1,24.07,0.0,79.28
2017-02-14,137.0,62.32,115.04,35.19,0.0,57.4
2017-02-15,123.0,66.1,129.76,40.94,0.08,38.79
2017-02-16,158.0,85.12,173.28,46.28,0.11,40.55
2017-02-17,193.0,82.76,203.34,46.37,0.28,37.61
2017-02-18,179.0,75.46,197.99,46.97,0.24,39.71
2017-02-19,141.0,63.58,163.83,40.25,0.23,50.72
2017-02-20,160.0,57.61,157.84,35.93,0.25,39.94
2017-02-21,128.0,53.34,144.79,44.31,0.24,39.26
2017-02-22,161.0,65.52,167.51,46.93,0.27,49.52
2017-02-23,164.0,72.0,184.43,48.13,0.28,52.2
2017-02-24,183.0,68.68,178.16,44.73,0.21,56.79
2017-02-25,165.0,80.73,198.07,46.49,0.21,51.85
2017-02-26,165.0,64.09,163.99,44.5,0.22,57.97
2017-02-27,179.0,55.13,148.99,39.79,0.28,64.27
2017-02-28,197.0,69.06,177.21,45.33,0.23,64.43
2017-03-01,166.0,63.3,161.94,38.86,0.24,38.61
2017-03-02,147.0,57.86,130.83,29.63,0.19,42.14
2017-03-03,142.0,28.95,87.02,25.79,0.14,51.83
2017-03-04,116.0,32.73,90.8,25.01,0.16,68.85
2017-03-05,102.0,31.06,69.14,19.79,0.14,55.32
2017-03-06,106.0,42.16,106.15,28.0,0.17,50.93
2017-03-07,109.0,35.62,80.09,17.76,0.14,55.68
2017-03-08,124.0,45.6,118.95,28.85,0.13,57.87
2017-03-09,181.0,77.14,189.5,45.09,0.2,47.16
2017-03-10,113.0,30.97,89.71,24.09,0.12,42.43
2017-03-11,108.0,30.33,111.84,33.13,0.11,43.3
2017-03-12,117.0,43.8,146.18,41.87,0.16,44.15
2017-03-13,143.0,63.7,181.89,42.87,0.21,52.81
2017-03-14,161.0,50.64,132.94,37.51,0.16,50.11
2017-03-15,95.0,21.27,57.52,18.26,0.11,41.95
2017-03-16,76.0,27.44,44.62,24.38,0.11,42.8
2017-03-17,97.0,54.73,118.8,45.98,0.16,39.39
2017-03-18,146.0,67.57,186.0,52.24,0.2,34.77
2017-03-19,167.0,63.1,216.97,54.07,0.19,29.02
2017-03-20,144.0,52.04,186.28,43.35,0.19,25.22
2017-03-21,145.0,61.33,191.22,50.59,0.17,41.21
2017-03-22,171.0,60.92,175.69,52.0,0.17,68.16
2017-03-23,175.0,60.33,158.98,48.25,0.23,64.54
2017-03-24,148.0,54.59,135.47,42.79,0.17,64.9
2017-03-25,137.0,60.55,148.34,41.27,0.19,63.64
2017-03-26,140.0,62.45,152.69,38.24,0.17,65.94
2017-03-27,164.0,57.61,144.64,39.4,0.16,66.96
2017-03-28,154.0,51.42,128.17,38.28,0.16,57.96
2017-03-29,127.0,49.28,117.75,33.72,0.16,57.0
2017-03-30,114.0,47.02,122.96,35.07,0.17,54.3
2017-03-31,150.0,45.77,119.32,35.7,0.15,62.1
2017-04-01,136.0,44.15,117.72,30.98,0.14,59.95
2017-04-02,123.0,51.9,144.41,41.35,0.16,49.08
2017-04-03,132.0,50.37,125.87,34.02,0.15,53.76
2017-04-04,123.0,43.52,105.3,30.44,0.14,55.87
2017-04-05,103.0,47.15,98.46,29.71,0.15,43.12
2017-04-06,92.0,44.33,118.21,36.95,0.16,39.14
2017-04-07,136.0,48.68,119.71,32.91,0.14,48.79
2017-04-08,128.0,68.34,186.2,38.38,0.2,41.4
2017-04-09,175.0,77.56,193.33,49.22,0.29,36.76
2017-04-10,164.0,67.48,184.29,39.61,0.21,46.58
2017-04-11,192.0,77.94,235.99,52.07,0.23,41.49
2017-04-12,199.0,158.04,485.88,70.52,0.3,10.79
2017-04-13,173.0,59.32,161.14,37.36,0.15,64.29
2017-04-14,165.0,60.92,155.57,32.52,0.17,53.34
2017-04-15,152.0,57.68,161.11,29.2,0.16,46.79
2017-04-16,148.0,56.31,172.7,28.75,0.15,41.88
2017-04-17,173.0,68.97,221.35,41.41,0.23,41.35
2017-04-18,191.0,70.99,219.74,45.1,0.25,56.8
2017-04-19,166.0,57.04,157.84,27.79,0.14,50.43
2017-04-20,131.0,49.73,155.18,35.29,0.12,48.24
2017-04-21,136.0,45.5,146.01,37.88,0.13,48.44
2017-04-22,143.0,53.51,173.04,42.5,0.19,42.89
2017-04-23,156.0,58.3,187.29,42.34,0.16,36.37
2017-04-24,162.0,57.26,195.54,40.89,0.17,33.12
2017-04-25,156.0,55.63,186.41,42.61,0.18,35.6
2017-04-26,151.0,61.48,178.52,51.82,0.06,26.72
2017-04-27,171.0,63.36,195.29,45.42,0.19,48.36
2017-04-28,142.0,37.64,90.98,23.58,0.09,70.21
2017-04-29,127.0,27.39,97.09,29.07,0.09,59.6
2017-04-30,99.0,24.73,71.82,25.71,0.1,55.85
2017-05-01,99.0,24.54,68.79,26.4,0.09,45.05
2017-05-02,110.0,29.34,70.91,21.73,0.1,64.01
2017-05-03,118.0,37.31,85.68,25.09,0.11,54.45
2017-05-04,130.0,43.24,111.88,26.06,0.15,52.6
2017-05-05,138.0,40.48,113.26,24.97,0.15,65.03
2017-05-06,122.0,38.11,89.14,25.56,0.11,50.37
2017-05-07,98.0,29.4,80.54,12.86,0.09,67.42
2017-05-08,131.0,27.81,82.02,18.72,0.06,62.99
2017-05-09,109.0,32.95,91.33,41.36,0.06,53.25
2017-05-10,165.0,31.54,71.48,56.78,0.16,93.07
2017-05-11,123.0,30.22,66.24,72.96,0.14,57.35
2017-05-12,86.0,34.8,77.97,36.6,0.15,53.61
2017-05-13,84.0,36.41,94.82,38.77,0.14,45.63
2017-05-14,107.0,40.68,101.34,42.42,0.15,44.74
2017-05-15,85.0,35.14,80.34,30.94,0.11,49.94
2017-05-16,98.0,37.13,108.52,41.07,0.11,37.77
2017-05-17,102.0,37.23,102.58,38.74,0.11,38.04
2017-05-18,118.0,48.21,159.97,50.64,0.13,32.17
2017-05-19,148.0,45.73,153.81,49.46,0.11,32.93
2017-05-20,126.0,41.91,143.04,48.49,0.11,36.62
2017-05-21,131.0,35.78,119.47,47.98,0.16,39.06
2017-05-22,115.0,38.13,117.36,51.56,0.13,44.56
2017-05-23,130.0,49.56,173.1,66.04,0.15,29.12
2017-05-24,156.0,57.16,177.19,70.75,0.17,30.25
2017-05-25,127.0,39.09,115.26,45.01,0.09,47.08
2017-05-26,119.0,43.73,135.42,47.81,0.1,45.06
2017-05-27,103.0,26.99,79.38,30.37,0.07,43.41
2017-05-28,93.0,26.35,79.05,35.91,0.09,53.11
2017-05-29,76.0,19.02,78.46,42.99,0.06,41.03
2017-05-30,82.0,17.31,78.58,46.38,0.06,36.63
2017-05-31,80.0,11.35,45.33,22.84,0.05,45.72
2017-06-01,79.0,10.04,35.01,25.83,0.06,48.75
2017-06-02,109.0,13.75,45.45,22.7,0.07,57.96
2017-06-03,103.0,13.78,42.98,19.42,0.07,53.33
2017-06-04,84.0,14.36,40.42,24.08,0.08,46.26
2017-06-05,106.0,16.11,54.35,19.2,0.07,54.74
2017-06-06,97.0,17.77,57.12,21.89,0.09,54.65
2017-06-07,74.0,12.3,31.28,11.7,0.07,48.45
2017-06-08,67.0,11.78,27.93,19.22,0.08,36.3
2017-06-09,69.0,17.05,39.07,20.03,0.08,33.48
2017-06-10,68.0,7.84,21.21,15.62,0.1,36.93
2017-06-11,61.0,7.85,18.39,15.56,0.09,27.75
2017-06-12,50.0,5.56,11.67,8.47,0.07,27.08
2017-06-13,63.0,6.92,16.59,17.19,0.13,42.25
2017-06-14,84.0,19.65,42.88,16.5,0.25,54.73
2017-06-15,75.0,13.54,30.33,18.12,0.21,48.18
2017-06-16,72.0,9.71,21.19,14.66,0.19,50.2
2017-06-17,94.0,13.07,35.43,16.86,0.23,52.04
2017-06-18,86.0,12.88,33.71,15.24,0.17,54.45
2017-06-19,82.0,7.61,18.66,11.6,0.17,40.17
2017-06-20,83.0,7.38,23.73,12.26,0.14,39.37
2017-06-21,70.0,8.66,29.59,14.39,0.14,37.42
2017-06-22,59.0,11.4,39.16,18.0,0.16,27.54
2017-06-23,67.0,11.48,37.59,15.64,0.18,29.81
2017-06-24,63.0,10.85,39.43,11.31,0.16,34.33
2017-06-25,60.0,11.81,37.65,13.1,0.15,35.59
2017-06-26,63.0,11.79,38.79,10.8,0.14,33.43
2017-06-27,53.0,11.82,36.34,11.63,0.09,31.88
2017-06-28,60.0,8.84,29.13,14.13,0.09,31.16
2017-06-29,62.0,10.38,39.46,12.42,0.18,32.42
2017-06-30,61.0,13.08,53.54,11.15,0.14,33.21
2017-07-01,63.0,10.98,42.56,12.28,0.14,32.5
2017-07-02,66.0,9.75,37.86,11.87,0.13,31.55
2017-07-03,66.0,11.8,46.69,13.33,0.17,32.11
2017-07-04,57.0,15.53,48.65,13.28,0.15,29.3
2017-07-05,58.0,10.4,37.0,12.88,0.16,30.35
2017-07-06,57.0,14.66,45.03,14.12,0.18,29.56
2017-07-07,63.0,14.77,43.48,16.09,0.17,30.48
2017-07-08,66.0,18.19,55.27,15.37,0.15,34.11
2017-07-09,61.0,18.1,47.47,14.82,0.16,32.87
2017-07-10,60.0,15.0,39.94,17.03,0.19,29.39
2017-07-11,60.0,19.31,59.13,16.31,0.16,26.9
2017-07-12,66.0,14.29,47.25,15.3,0.15,29.41
2017-07-13,58.0,14.49,42.92,12.53,0.17,28.55
2017-07-14,53.0,13.9,35.06,13.56,0.14,27.6
2017-07-15,74.0,16.53,63.46,11.48,0.14,29.24
2017-07-16,86.0,10.24,34.05,8.45,0.17,34.63
2017-07-17,93.0,10.78,27.38,12.06,0.16,31.84
2017-07-18,47.0,8.48,18.17,10.62,0.15,26.27
2017-07-19,46.0,5.72,14.48,12.4,0.15,25.0
2017-07-20,48.0,6.54,16.81,9.5,0.14,26.17
2017-07-21,50.0,10.83,34.66,9.71,0.15,28.25
2017-07-22,55.0,13.37,53.26,10.08,0.15,29.49
2017-07-23,71.0,15.97,66.76,11.72,0.15,31.42
2017-07-24,65.0,15.62,52.3,12.84,0.15,29.9
2017-07-25,55.0,14.04,56.61,10.9,0.17,25.83
2017-07-26,62.0,16.55,61.4,12.98,0.18,28.42
2017-07-27,60.0,14.43,49.0,13.97,0.16,28.62
2017-07-28,56.0,12.62,41.75,14.04,0.17,26.67
2017-07-29,55.0,15.28,47.66,14.93,0.17,29.08
2017-07-30,63.0,17.5,60.16,16.64,0.2,27.97
2017-07-31,69.0,17.42,57.47,18.87,0.21,28.83
2017-08-01,60.0,16.85,49.6,17.0,0.21,27.81
2017-08-02,61.0,16.78,54.83,13.74,0.2,26.03
2017-08-03,51.0,11.79,34.3,10.34,0.17,22.38
2017-08-04,49.0,13.35,44.95,18.12,0.17,24.55
2017-08-05,67.0,20.34,64.87,20.12,0.18,27.34
2017-08-06,75.0,23.03,80.57,22.47,0.17,28.27
2017-08-07,90.0,26.22,81.09,21.64,0.23,25.05
2017-08-08,83.0,24.87,68.32,19.65,0.22,24.75
2017-08-09,80.0,20.47,43.45,16.75,0.27,25.82
2017-08-10,71.0,14.91,32.93,11.51,0.19,23.33
2017-08-11,65.0,17.76,44.97,15.61,0.24,32.72
2017-08-12,67.0,15.1,36.13,14.19,0.25,32.06
2017-08-13,55.0,17.08,37.86,15.64,0.22,26.67
2017-08-14,60.0,20.36,40.24,14.29,0.23,29.5
2017-08-15,58.0,16.4,44.14,13.37,0.22,28.81
2017-08-16,63.0,20.12,56.17,12.73,0.18,32.41
2017-08-17,70.0,21.77,76.01,15.13,0.17,32.76
2017-08-18,85.0,26.6,80.23,16.09,0.17,29.62
2017-08-19,65.0,17.35,36.53,11.78,0.12,32.33
2017-08-20,59.0,7.42,10.54,8.85,0.15,37.5
2017-08-21,62.0,10.89,26.2,11.31,0.16,38.36
2017-08-22,60.0,12.56,37.28,15.13,0.19,31.68
2017-08-23,62.0,15.41,54.16,16.07,0.16,31.8
2017-08-24,72.0,23.63,60.91,17.43,0.21,31.39
2017-08-25,72.0,13.53,32.41,11.42,0.18,33.12
2017-08-26,55.0,11.58,21.88,9.53,0.12,31.66
2017-08-27,52.0,13.1,22.77,10.5,0.17,30.92
2017-08-28,56.0,8.26,12.31,9.12,0.17,31.84
2017-08-29,56.0,6.57,11.4,9.26,0.12,35.24
2017-08-30,56.0,12.26,33.08,10.14,0.17,32.5
2017-08-31,60.0,14.63,49.77,13.14,0.21,30.67
2017-09-01,71.0,19.92,63.66,14.34,0.23,35.74
2017-09-02,87.0,24.42,75.72,16.47,0.22,32.11
2017-09-03,64.0,12.96,37.21,12.0,0.17,33.41
2017-09-04,59.0,17.26,49.36,16.95,0.21,33.5
2017-09-05,79.0,19.86,62.12,14.47,0.18,41.28
2017-09-06,86.0,29.32,70.96,19.22,0.19,24.76
2017-09-07,82.0,40.82,80.64,19.8,0.21,32.88
2017-09-08,74.0,32.63,58.94,19.17,0.18,39.66
2017-09-09,72.0,32.88,57.8,15.23,0.19,41.62
2017-09-10,60.0,18.58,41.91,15.66,0.09,31.82
2017-09-11,51.0,12.34,30.25,15.36,0.21,32.15
2017-09-12,55.0,10.33,27.36,15.27,0.11,33.02
2017-09-13,55.0,17.29,36.34,17.06,0.07,30.88
2017-09-14,60.0,10.44,17.55,15.62,0.05,34.13
2017-09-15,56.0,12.64,27.69,15.22,0.06,38.0
2017-09-16,56.0,10.27,19.92,13.77,0.06,34.23
2017-09-17,39.0,15.67,27.18,12.72,0.04,31.75
2017-09-18,53.0,9.17,16.29,10.48,0.04,34.2
2017-09-19,54.0,10.28,19.23,10.5,0.05,38.84
2017-09-20,57.0,9.76,24.64,10.86,0.05,41.74
2017-09-21,59.0,14.88,28.99,11.41,0.05,37.47
2017-09-22,58.0,20.5,35.75,15.36,0.03,36.6
2017-09-23,54.0,29.61,63.17,17.97,0.0,30.97
2017-09-24,95.0,42.0,108.57,19.98,0.0,29.73
2017-09-25,99.0,39.68,87.46,20.38,0.0,29.35
2017-09-26,80.0,45.69,98.84,20.98,0.0,29.15
2017-09-27,107.0,50.36,108.16,23.27,0.0,28.45
2017-09-28,98.0,45.9,74.16,20.69,0.0,28.01
2017-09-29,74.0,41.57,58.36,18.5,0.0,31.95
2017-09-30,70.0,41.26,61.2,17.45,0.0,34.25
2017-10-01,110.0,31.08,50.52,11.81,0.26,29.4
2017-10-02,81.5,24.6,31.41,11.9,0.16,32.57
2017-10-03,53.0,24.16,36.84,18.96,0.34,34.69
2017-10-04,102.0,49.75,77.06,22.44,0.66,39.92
2017-10-05,164.0,55.88,89.52,22.79,0.33,43.05
2017-10-06,102.0,28.48,54.04,19.44,0.21,32.82
2017-10-07,94.0,22.6,46.38,24.12,0.57,43.87
2017-10-08,100.0,32.08,42.02,24.14,0.29,36.8
2017-10-09,111.0,25.79,41.72,17.7,0.36,41.5
2017-10-10,103.0,28.04,46.53,24.18,0.1,70.62
2017-10-11,113.0,27.38,51.78,25.01,0.19,43.76
2017-10-12,102.0,41.74,69.1,26.83,0.11,54.35
2017-10-13,147.0,20.48,39.46,19.29,0.08,79.99
2017-10-14,123.0,33.32,60.37,25.1,0.1,63.15
2017-10-15,97.0,35.59,61.1,22.1,0.06,57.62
2017-10-16,125.5,81.29,154.52,45.32,0.1,72.46
2017-10-17,154.0,72.18,133.53,36.5,0.15,67.21
2017-10-18,150.0,69.53,137.82,34.49,0.12,56.47
2017-10-19,151.0,75.46,144.81,30.6,0.31,57.92
2017-10-20,247.0,78.69,112.82,20.04,0.06,84.66
2017-10-21,141.0,67.18,105.44,18.74,0.1,81.47
2017-10-22,121.0,65.39,98.82,17.27,0.07,68.38
2017-10-23,113.0,53.78,83.34,21.46,0.19,53.28
2017-10-24,111.0,63.35,97.66,24.35,0.06,40.66
2017-10-25,117.8,74.57,159.54,48.16,0.03,107.68
2017-10-26,124.6,66.55,139.05,34.37,0.04,71.63
